tier,sample,dino_pf,dino_flat,video,action,total_pf,total_flat,seed
unseen_cousin,unseen_cousin__frk2__so100large__ep000045__t0018,0.5145912875423715,0.5142700381156757,0.1560737296664528,1.143962264060974,0.658784410787037,0.6586880359590283,0
unseen_cousin,unseen_cousin__frk2__so100large__ep000046__t0007,0.4711538530533322,0.4713811004184407,0.159656513824714,1.2904068231582642,0.7054058393267195,0.705474013536252,0
unseen_cousin,unseen_cousin__frk2__so100large__ep000047__t0035,0.4935685824657217,0.4936077907623417,0.1997574531367638,1.1728911399841309,0.677154266674398,0.6771660291633841,0
unseen_cousin,unseen_cousin__frk2__so100large__ep000048__t0021,0.3841842423086387,0.3846783610258287,0.1524050851814127,1.5261214971542358,0.7714253971087097,0.7715736327238667,0
unseen_cousin,unseen_cousin__frk2__so100large__ep000049__t0034,0.5751043454884781,0.5767945736976847,0.2345417899771108,0.7945349812507629,0.5607078331399818,0.5612149016027439,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000000__t0006,0.6570682187037009,0.6581799321061576,0.2961880561776225,0.7048690319061279,0.5679244952268482,0.5682580092475852,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000001__t0038,0.5260655125580076,0.5255246496494403,0.2836172404192433,0.9872093200683594,0.637788553920519,0.6376262950479489,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000002__t0035,0.5338287172145317,0.5330213850582508,0.2749184864247485,0.994021475315094,0.6402327512178216,0.6399905515709374,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000003__t0037,0.5346376246154859,0.5352323854621112,0.2094764399150159,1.081193447113037,0.6557115982043654,0.6558900264583529,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000004__t0018,0.6289827353995509,0.6259871457740604,0.2736473403285213,0.6979513168334961,0.5499695494518201,0.549070872564173,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000005__t0028,0.5941107845918971,0.5912293888890126,0.1962335375095183,0.6393553018569946,0.4928454173732224,0.4919809986623571,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000006__t0005,0.611876136635206,0.6118545360978029,0.2066720917558352,1.182925581932068,0.7187347012901395,0.7187282211289185,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000007__t0038,0.5222648438155667,0.5226353762369382,0.2178223652770051,1.1227740049362185,0.6711357647022589,0.6712469244286703,0
